Afiliado_Id,salario,conteo_transacciones,gasto_total,tasa_anulacion_pct,ratio_gasto_salario
11707,2500000,1,14400.0,0.0,0.0058
11729,1300000,4,232528.0,0.0,0.1789
11737,1800000,3,422097.0,33.33,0.2345
11741,3160000,2,1270200.0,0.0,0.402
11759,1800000,4,13928.0,50.0,0.0077
11763,1300000,2,118688.0,50.0,0.0913
11840,2500000,2,73162.0,0.0,0.0293
11909,2350000,1,478558.0,0.0,0.2036
11959,1300000,7,373601.0,14.29,0.2874
11978,2350000,2,9256.0,0.0,0.0039
12095,3160000,4,467850.0,0.0,0.1481
12148,2500000,4,162576.0,0.0,0.065
12160,1300000,1,452050.0,0.0,0.3477
12178,2500000,1,69646.0,0.0,0.0279
12181,1700000,2,92474.0,0.0,0.0544
12207,2500000,2,11902.0,50.0,0.0048
12221,1700000,2,175346.0,50.0,0.1031
12223,1700000,2,262180.0,0.0,0.1542
12241,1700000,2,179400.0,0.0,0.1055
12258,1300000,2,25120.0,50.0,0.0193
12348,2350000,2,9586.0,0.0,0.0041
12377,1800000,2,187850.0,50.0,0.1044
12464,1800000,1,17574.0,0.0,0.0098
12516,3160000,2,105600.0,0.0,0.0334
12524,3160000,1,56166.0,0.0,0.0178
12599,3160000,2,122200.0,0.0,0.0387
12649,1800000,1,16500.0,0.0,0.0092
12696,1700000,12,289193.0,0.0,0.1701
12710,1800000,3,203092.0,0.0,0.1128
12751,3160000,3,205212.0,0.0,0.0649
12798,3160000,6,178518.0,16.67,0.0565
12809,3160000,2,9586.0,0.0,0.003
12844,1300000,1,56200.0,0.0,0.0432
12898,2500000,5,309646.0,0.0,0.1239
12900,2350000,24,1161431.0,0.0,0.4942
12903,2500000,2,48120.0,0.0,0.0192
13052,3160000,1,17101.0,0.0,0.0054
13099,2500000,1,64659.0,0.0,0.0259
13130,1800000,3,125182.0,66.67,0.0695
13131,1700000,2,112400.0,0.0,0.0661
13197,2500000,2,139292.0,50.0,0.0557
13268,3160000,1,17060.0,0.0,0.0054
13297,1800000,1,24060.0,0.0,0.0134
13321,3160000,2,4483745.0,0.0,1.4189
13350,1800000,1,468386.0,0.0,0.2602
13352,1700000,3,694167.0,0.0,0.4083
13420,1700000,1,64659.0,0.0,0.038
13435,1300000,2,50480.0,0.0,0.0388
13518,1700000,6,340297.0,16.67,0.2002
13525,1700000,2,1228692.0,0.0,0.7228
13610,2350000,8,252826.0,0.0,0.1076
13671,2350000,1,17574.0,0.0,0.0075
13738,1300000,1,40215.0,0.0,0.0309
13766,2500000,3,52722.0,0.0,0.0211
13786,1700000,2,139292.0,50.0,0.0819
13831,3160000,1,16500.0,0.0,0.0052
13835,2500000,38,976708.0,50.0,0.3907
13864,1300000,2,79160.0,50.0,0.0609
13904,2350000,2,596400.0,0.0,0.2538
13953,1300000,1,64659.0,0.0,0.0497
14015,3160000,2,1082766.0,50.0,0.3426
14105,3160000,3,99747.0,0.0,0.0316
14136,1700000,1,5340.0,0.0,0.0031
14152,1800000,1,27721.0,0.0,0.0154
14187,2500000,1,2279500.0,0.0,0.9118
14267,1700000,4,98700.0,25.0,0.0581
14290,3160000,2,9586.0,0.0,0.003
14306,1700000,1,408793.0,0.0,0.2405
14336,1700000,2,65200.0,0.0,0.0384
14409,3160000,4,1034200.0,0.0,0.3273
14414,2350000,2,107682.0,0.0,0.0458
14448,3160000,1,2811380.0,0.0,0.8897
14461,2350000,1,56200.0,0.0,0.0239
14501,2500000,4,224582.0,25.0,0.0898
14599,2500000,4,5801260.0,50.0,2.3205
14601,2350000,2,897058.0,0.0,0.3817
14647,2350000,4,541248.0,50.0,0.2303
14747,2500000,3,346111.0,33.33,0.1384
14868,1700000,2,49350.0,0.0,0.029
14932,2350000,17,415522.0,0.0,0.1768
14935,1700000,11,76293.0,0.0,0.0449
14940,2500000,3,408349.0,0.0,0.1633
15000,2350000,2,941000.0,50.0,0.4004
15015,2500000,6,120372.0,0.0,0.0481
15022,2500000,3,3473216.0,0.0,1.3893
15138,1700000,1,16500.0,0.0,0.0097
15187,2350000,2,48120.0,0.0,0.0205
15280,1300000,6,445452.0,16.67,0.3427
15324,1700000,1,141878.0,0.0,0.0835
15343,2500000,3,37703.0,0.0,0.0151
15395,1800000,2,127600.0,0.0,0.0709
15516,3160000,1,13893.0,0.0,0.0044
15548,1700000,3,744470.0,0.0,0.4379
15555,1300000,2,159000.0,0.0,0.1223
15602,1300000,1,17574.0,0.0,0.0135
15632,1700000,2,58942.0,0.0,0.0347
15666,3160000,2,30198.0,0.0,0.0096
15704,1800000,2,60966.0,0.0,0.0339
15750,2500000,1,32805.0,0.0,0.0131
15777,1700000,2,123132.0,0.0,0.0724
15795,2350000,2,77232.0,0.0,0.0329
15839,2350000,2,326130.0,50.0,0.1388
15862,2350000,4,11245520.0,0.0,4.7853
15905,2500000,10,1379747.0,10.0,0.5519
15957,1300000,2,84400.0,0.0,0.0649
16030,1300000,3,72180.0,33.33,0.0555
16061,1800000,2,94596.0,0.0,0.0526
16067,2500000,2,98712.0,0.0,0.0395
16088,1700000,2,22538.0,0.0,0.0133
16111,2350000,1,478558.0,0.0,0.2036
16139,2350000,4,676096.0,0.0,0.2877
16152,3160000,1,69646.0,0.0,0.022
16200,3160000,5,199306.0,20.0,0.0631
16221,2500000,3,53290.0,33.33,0.0213
16229,2350000,2,55614.0,0.0,0.0237
16284,3160000,2,232450.0,0.0,0.0736
16291,3160000,4,76973.0,25.0,0.0244
16294,2350000,1,12811.0,0.0,0.0055
16326,3160000,1,56200.0,0.0,0.0178
16350,1300000,2,139292.0,0.0,0.1071
16370,1700000,2,25630.0,50.0,0.0151
16391,1800000,2,48120.0,0.0,0.0267
16430,3160000,7,155608.0,0.0,0.0492
16478,1800000,4,96240.0,25.0,0.0535
16490,1800000,2,991600.0,50.0,0.5509
16494,1700000,6,481022.0,0.0,0.283
16527,1800000,1,80000.0,0.0,0.0444
16540,1700000,1,64659.0,0.0,0.038
16553,1300000,1,27195.0,0.0,0.0209
16583,3160000,6,136320.0,0.0,0.0431
16640,2500000,1,12329.0,0.0,0.0049
16709,2500000,2,129318.0,0.0,0.0517
16788,3160000,5,593587.0,0.0,0.1878
16810,1300000,2,48120.0,0.0,0.037
16881,1800000,6,28674.0,0.0,0.0159
16919,1300000,1,12560.0,0.0,0.0097
16978,3160000,1,147290.0,0.0,0.0466
16990,2500000,1,11848.0,0.0,0.0047
17123,1700000,2,139292.0,50.0,0.0819
17177,2500000,2,936772.0,50.0,0.3747
17190,2350000,7,3539380.0,0.0,1.5061
17272,2500000,1,13893.0,0.0,0.0056
17290,2350000,2,319676.0,50.0,0.136
17298,2350000,2,82992.0,50.0,0.0353
17333,1300000,4,171656.0,0.0,0.132
17411,3160000,2,49350.0,0.0,0.0156
17421,2500000,2,294580.0,0.0,0.1178
17425,2350000,2,72860.0,50.0,0.031
17639,2500000,2,74948.0,0.0,0.03
17692,1800000,1,32315.0,100.0,0.018
17712,1700000,2,50126.0,0.0,0.0295
17762,1300000,2,101610.0,0.0,0.0782
17781,2350000,1,420628.0,0.0,0.179
17859,1800000,2,48120.0,0.0,0.0267
17868,1700000,1,1323927.0,0.0,0.7788
17901,1800000,10,15455130.0,0.0,8.5862
18094,1300000,1,4793.0,100.0,0.0037
18214,1800000,2,83772.0,0.0,0.0465
18303,1300000,2,68660.0,0.0,0.0528
18311,1300000,1,16500.0,0.0,0.0127
18387,1800000,1,2811380.0,0.0,1.5619
18404,1700000,2,155120.0,50.0,0.0912
18430,2500000,2,84400.0,0.0,0.0338
18468,2500000,3,64729.0,0.0,0.0259
18479,2500000,1,75495.0,0.0,0.0302
18534,3160000,1,6700.0,0.0,0.0021
18640,3160000,3,274311.0,0.0,0.0868
18665,1800000,2,139292.0,0.0,0.0774
18676,3160000,1,16500.0,0.0,0.0052
18686,3160000,2,114138.0,0.0,0.0361
18702,3160000,2,912968.0,0.0,0.2889
18749,1700000,8,1069006.0,12.5,0.6288
18802,1800000,3,52722.0,0.0,0.0293
18816,1300000,2,47806.0,0.0,0.0368
18818,2500000,1,511700.0,0.0,0.2047
18888,1700000,1,700788.0,0.0,0.4122
18960,3160000,2,235014.0,0.0,0.0744
18972,1700000,3,122826.0,33.33,0.0723
19002,1300000,5,786101.0,40.0,0.6047
19024,2350000,6,106392.0,0.0,0.0453
19123,2350000,5,557801.0,0.0,0.2374
19161,1700000,1,14400.0,0.0,0.0085
19180,2350000,2,349080.0,0.0,0.1485
19220,1300000,2,35172.0,0.0,0.0271
19240,2350000,6,258528.0,0.0,0.11
19251,2350000,4,50665.0,0.0,0.0216
19348,3160000,3,64620.0,0.0,0.0204
19419,1300000,11,370056.0,0.0,0.2847
19455,3160000,2,104996.0,0.0,0.0332
19470,1800000,5,3568726.0,0.0,1.9826
19614,2500000,1,13893.0,0.0,0.0056
19639,3160000,2,22538.0,0.0,0.0071
19729,1300000,1,64676.0,0.0,0.0498
19749,2500000,3,296434.0,0.0,0.1186
19757,2500000,1,25149.0,0.0,0.0101
19849,1800000,1,57069.0,100.0,0.0317
19889,1300000,2,127600.0,0.0,0.0982
19894,2500000,1,13893.0,0.0,0.0056
19988,2350000,1,32805.0,0.0,0.014
20010,3160000,2,1270200.0,0.0,0.402
20025,1700000,2,109126.0,50.0,0.0642
20078,1800000,1,17574.0,0.0,0.0098
20111,2500000,2,86600.0,0.0,0.0346
20129,1300000,2,2759640.0,0.0,2.1228
20131,2350000,1,147290.0,0.0,0.0627
20196,2350000,1,1320000.0,0.0,0.5617
20219,3160000,1,24060.0,0.0,0.0076
20290,3160000,4,2479110.0,0.0,0.7845
20392,2500000,1,6700.0,0.0,0.0027
20480,2500000,1,454806.0,0.0,0.1819
20595,2500000,2,29800.0,0.0,0.0119
20667,1800000,2,70000.0,0.0,0.0389
20717,2350000,6,1274328.0,16.67,0.5423
20724,1700000,2,166154.0,0.0,0.0977
20753,1800000,1,105458.0,0.0,0.0586
20770,1300000,1,16500.0,0.0,0.0127
20788,2350000,2,48120.0,0.0,0.0205
20808,1800000,15,449907.0,0.0,0.2499
20968,1700000,1,478558.0,0.0,0.2815
20994,1700000,5,170938.0,20.0,0.1006
21060,1700000,2,48120.0,0.0,0.0283
21078,1800000,1,48727.0,0.0,0.0271
21085,1300000,1,288111.0,0.0,0.2216
21089,2350000,1,137101.0,0.0,0.0583
21094,1800000,1,64259.0,0.0,0.0357
21162,2500000,2,4483745.0,0.0,1.7935
21164,2350000,2,48120.0,0.0,0.0205
21181,2500000,3,422493.0,33.33,0.169
21253,2500000,2,60000.0,0.0,0.024
21260,1700000,2,45852.0,50.0,0.027
21413,3160000,1,147290.0,0.0,0.0466
21415,1300000,3,118740.0,33.33,0.0913
21418,1300000,1,56200.0,0.0,0.0432
21426,2500000,2,214200.0,0.0,0.0857
21443,2500000,1,35745.0,0.0,0.0143
21446,3160000,3,89368.0,0.0,0.0283
21502,2500000,3,2333562.0,0.0,0.9334
21533,1700000,3,191400.0,0.0,0.1126
21541,1700000,3,118740.0,0.0,0.0698
21603,1800000,2,10680.0,0.0,0.0059
21670,2350000,1,39019.0,0.0,0.0166
21719,1300000,2,48120.0,0.0,0.037
21746,1700000,2,6964.0,0.0,0.0041
21840,1800000,2,59618.0,0.0,0.0331
21916,1300000,4,1967222.0,0.0,1.5132
21972,2350000,2,48120.0,0.0,0.0205
22005,1300000,2,281662.0,0.0,0.2167
22014,2500000,1,36430.0,0.0,0.0146
22053,1800000,1,11894.0,0.0,0.0066
22083,1300000,2,83108.0,50.0,0.0639
22175,1700000,1,91437.0,0.0,0.0538
22185,1300000,1,64259.0,0.0,0.0494
22248,2350000,2,135600.0,0.0,0.0577
22272,1300000,1,74146.0,0.0,0.057
22276,1300000,1,124950.0,0.0,0.0961
22295,3160000,1,369621.0,0.0,0.117
22388,1700000,1,15099.0,0.0,0.0089
22401,2500000,6,5210114.0,16.67,2.084
22404,3160000,4,158320.0,0.0,0.0501
22412,3160000,9,2969374.0,22.22,0.9397
22496,2350000,1,17574.0,0.0,0.0075
22509,1700000,1,16500.0,0.0,0.0097
22515,3160000,1,17574.0,0.0,0.0056
22552,2500000,1,147290.0,0.0,0.0589
22608,2500000,1,91437.0,0.0,0.0366
22636,1300000,1,15099.0,0.0,0.0116
22678,1700000,2,262180.0,0.0,0.1542
22704,3160000,3,558888.0,0.0,0.1769
22774,1800000,1,24060.0,0.0,0.0134
23036,2350000,1,316800.0,0.0,0.1348
23037,2500000,6,947988.0,50.0,0.3792
23044,2350000,1,105693.0,100.0,0.045
23088,2350000,2,79160.0,50.0,0.0337
23154,2500000,2,136808.0,0.0,0.0547
23157,1800000,3,352521.0,0.0,0.1958
23158,1800000,2,202251.0,0.0,0.1124
23199,1800000,4,669340.0,0.0,0.3719
23232,1700000,3,422493.0,0.0,0.2485
23258,2350000,1,33249.0,0.0,0.0141
23301,2500000,1,64659.0,0.0,0.0259
23310,2350000,1,16500.0,0.0,0.007
23318,2350000,4,187412.0,0.0,0.0797
23319,1300000,1,69646.0,0.0,0.0536
23384,1300000,1,40606.0,0.0,0.0312
23443,2350000,6,1551300.0,0.0,0.6601
23489,1300000,1,67800.0,0.0,0.0522
23494,1300000,1,33156.0,0.0,0.0255
23535,1800000,1,69646.0,0.0,0.0387
23539,1700000,1,478558.0,0.0,0.2815
23665,1300000,1,16500.0,0.0,0.0127
23679,1300000,2,135600.0,0.0,0.1043
23811,3160000,11,255768.0,9.09,0.0809
23817,1800000,3,98255.0,33.33,0.0546
23824,3160000,1,147290.0,0.0,0.0466
23851,2350000,2,127600.0,0.0,0.0543
23862,2350000,1,21325.0,0.0,0.0091
23894,1700000,1,16500.0,0.0,0.0097
23901,1700000,1,15099.0,0.0,0.0089
23956,2500000,1,1795700.0,0.0,0.7183
24027,2350000,4,205712.0,0.0,0.0875
24034,1700000,2,66498.0,0.0,0.0391
24036,1800000,1,24060.0,0.0,0.0134
24125,3160000,1,17574.0,0.0,0.0056
