,Fecha,Nombre_Tipo_Entidad,Id_entidad_financiera,Entidad_financiera,(1)Tipo_de_persona,(3)TamaÃ±o_de_empresa,(7) Plazo de crÃ©dito,tasa_promedio_mensual,margen_maximo,tasa_maximo,tasa_minima,Valor_desembolsos,monto_maximo,monto_minima,cantidad_desembolsos
11,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Gran empresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,14.615,,17.04,6.27,584988884265.0,80850465293.0,52043970.0,5925.0
12,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Gran empresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,16.09,,19.17,11.82,95363574577.0,49900000000.0,72365443.0,58.0
13,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,A mÃ¡s de 7 aÃ±os,15.43,,17.02,7.95,24719884881.0,10781889090.0,300000000.0,8.0
14,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Avances en efectivo,0.0,,0.0,0.0,4000000.0,4000000.0,4000000.0,1.0
15,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Consumos a un mes,0.0,,0.0,0.0,5995989025.0,1784982433.0,946613816.0,7304.0
16,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Consumos entre  13 y 18 meses,36.89,,36.89,36.89,154533.0,154533.0,154533.0,1.0
17,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Consumos entre 19 y 24  meses,36.89,,36.89,22.0,13104823.0,6668918.0,210919.0,14.0
18,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Consumos entre 2 y 6 meses,36.705,,36.89,36.22,100960118.0,39294388.0,14103686.0,138.0
19,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Consumos entre 25 y 36 meses,36.78,,36.89,36.32,1502219209.0,479392728.0,273304234.0,951.0
20,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Consumos entre 7 y 12 meses,36.89,,36.89,36.89,28718178.0,26448624.0,562660.0,13.0
21,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,Hasta 30 dÃ­as,33.620000000000005,,35.24,13.85,58375271537.0,15668852845.0,13828013.0,3772.0
22,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,17.725,,25.18,13.39,80766456168.0,13171458000.0,24617998.0,387.0
23,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,16.96,,25.54,13.77,182193428901.0,34687721299.0,19099500.0,341.0
24,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,15.825,,23.66,11.31,124341958909.0,22135000000.0,1000000.0,1286.0
25,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Mediana empresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,15.375,,21.75,13.07,28292172291.0,3547975000.0,95000000.0,201.0
26,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,A mÃ¡s de 7 aÃ±os,17.19,,19.11,9.58,32716296258.0,15000000000.0,98721015.0,11.0
27,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Avances en efectivo,36.89,,36.89,13.83,27480000.0,14400000.0,900000.0,30.0
28,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Consumos a mÃ¡s de 36 meses,36.89,,36.89,36.89,9231556.0,9231556.0,9231556.0,2.0
29,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Consumos a un mes,0.0,,0.0,0.0,7020375486.0,2465761993.0,1319651998.0,12676.0
30,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Consumos entre 19 y 24  meses,36.89,,36.89,36.76,14060753.0,5564274.0,753135.0,57.0
31,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Consumos entre 2 y 6 meses,36.635000000000005,,36.89,33.84,98756203.0,30900259.0,12114769.0,134.0
32,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Consumos entre 25 y 36 meses,36.81,,36.89,36.33,649029256.0,197175206.0,136154008.0,597.0
33,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Consumos entre 7 y 12 meses,29.25,,36.89,17.75,10139886.0,5337043.0,921520.0,20.0
34,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,Hasta 30 dÃ­as,27.57,,35.28,7.32,15508311471.0,4112037046.0,23784729.0,4328.0
35,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,19.575,,26.32,13.07,29397906277.0,11604000000.0,100000000.0,847.0
36,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,18.49,,24.71,14.37,30797547797.0,10776564168.0,200000000.0,310.0
37,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,16.65,,24.42,11.26,31164831761.0,9699999999.0,10000000.0,249.0
38,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,Microempresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,17.49,,26.61,10.21,27104895661.0,6999350000.0,80000000.0,60.0
39,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,A mÃ¡s de 7 aÃ±os,18.68,,19.39,17.89,6300000000.0,1550000000.0,450000000.0,6.0
40,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Avances en efectivo,36.89,,36.89,36.89,31800000.0,26600000.0,200000.0,7.0
41,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Consumos a mÃ¡s de 36 meses,36.89,,36.89,36.89,6474433.0,6474433.0,6474433.0,2.0
42,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Consumos a un mes,0.0,,0.0,0.0,1506897952.0,453874624.0,288468949.0,2692.0
43,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Consumos entre 19 y 24  meses,36.89,,36.89,36.2,21402262.0,9307508.0,1065745.0,29.0
44,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Consumos entre 2 y 6 meses,36.89,,36.89,36.38,142457106.0,53359997.0,25145477.0,123.0
45,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Consumos entre 25 y 36 meses,36.82,,36.89,36.45,529386078.0,150544559.0,117698198.0,673.0
46,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Consumos entre 7 y 12 meses,36.89,,36.89,35.33,28244001.0,14233468.0,1562994.0,12.0
47,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,Hasta 30 dÃ­as,35.25,,36.91,10.55,26473870629.0,7058506752.0,36.0,6537.0
48,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,19.565,,25.34,15.9,40817962466.0,7344900000.0,100000000.0,768.0
49,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,19.29,,22.69,14.42,97324757390.0,41318519134.0,43635330.0,362.0
50,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,17.6,,31.52,13.49,23263276544.0,3980170839.0,58000000.0,587.0
51,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Juridica,PequeÃ±a empresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,18.6,,24.29,14.42,11058241415.0,1631336000.0,72480000.0,41.0
52,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,A mÃ¡s de 7 aÃ±os,18.45,,21.0,12.54,10184695607.0,3300000000.0,134900000.0,14.0
53,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Avances en efectivo,32.275,,33.65,30.22,3978348226.0,801333758.0,306781646.0,3926.0
54,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos a mÃ¡s de 36 meses,36.89,,36.89,34.23,201931142.0,50386291.0,4666622.0,464.0
55,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos a un mes,0.0,,0.0,0.0,36260583494.0,6662357864.0,2579584849.0,94655.0
56,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos entre  13 y 18 meses,36.89,,36.89,29.03,52630594.0,9605420.0,3382000.0,36.0
57,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos entre 19 y 24  meses,36.705,,36.89,35.2,3537586078.0,730270394.0,218616605.0,7961.0
58,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos entre 2 y 6 meses,36.44,,36.81,34.93,6020576805.0,1283871846.0,403358979.0,7598.0
59,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos entre 25 y 36 meses,36.635000000000005,,36.89,34.98,20437281611.0,3780998836.0,1322122209.0,26586.0
60,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Consumos entre 7 y 12 meses,35.93,,36.87,35.6,1073432602.0,224895180.0,72432434.0,1032.0
61,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,Hasta 1 aÃ±o,54.095,,55.43,45.26,150997137.0,19567063.0,2000000.0,91.0
62,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,31.0,,48.66,14.42,25377402692.0,3419350000.0,8950000.0,3133.0
63,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,26.99,,49.42,14.42,34650246073.0,8878488566.0,5000000.0,682.0
64,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,17.695,,22.51,11.39,4230885650.0,984000000.0,7000000.0,39.0
65,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,Microempresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,20.33,,33.57,14.42,82439637984.0,14654885453.0,13450000.0,1377.0
66,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,A mÃ¡s de 20 aÃ±os,14.8,,16.38,5.31,178468094033.0,14179844651.0,236784700.0,2028.0
67,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,A mÃ¡s de 7 aÃ±os,17.97,,21.34,13.89,168102586250.0,33397668654.0,53350000.0,4508.0
68,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Avances en efectivo,35.415,,36.89,31.67,112402132006.0,28780731323.0,345063902.0,212973.0
69,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos a mÃ¡s de 36 meses,27.16,,36.45,19.55,28826211672.0,7805853374.0,26679574.0,17908.0
70,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos a un mes,0.0,,0.0,0.0,176243905065.0,45863370716.0,7021629.0,1555309.0
71,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos entre  13 y 18 meses,22.715,,23.88,22.56,7570189618.0,1957143275.0,800000.0,8064.0
72,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos entre 19 y 24  meses,24.42,,24.93,22.34,21039686416.0,5535352498.0,1531040.0,25306.0
73,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos entre 2 y 6 meses,28.25,,35.48,0.0,97018853276.0,25292488454.0,239615.0,394610.0
74,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos entre 25 y 36 meses,35.455,,36.86,32.86,112381486463.0,27659235224.0,864457192.0,408298.0
75,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Consumos entre 7 y 12 meses,27.085,,29.97,22.17,45505681540.0,12028773345.0,716040.0,89369.0
76,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Entre 31 dÃ­as y 1 aÃ±o,18.15,,19.39,17.88,30890168.0,13412036.0,600000.0,10.0
77,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,Hasta 30 dÃ­as,35.24,,35.26,35.24,20917458096.0,4243520363.0,1170133309.0,64468.0
78,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,18.74,,34.5,12.86,59152752955.0,8227216328.0,3200000.0,15550.0
79,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,MÃ¡s de 15 aÃ±os y hasta 20 aÃ±os,15.71,,18.16,4.07,30755144618.0,2988859516.0,196000000.0,335.0
80,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,20.7,,33.57,11.09,141011320836.0,12396915101.0,130000.0,39489.0
81,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,17.880000000000003,,32.95,4.07,308235990897.0,39273350486.0,8377939.0,19373.0
82,202210,BC-ESTABLECIMIENTO BANCARIO,1,Banco de Bogota,Natural,No aplica,MÃ¡s de 7 aÃ±os y hasta 15 aÃ±os,15.82,,17.94,4.07,9756671299.0,1143551760.0,76856527.0,167.0
83,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,A mÃ¡s de 7 aÃ±os,15.7,,16.81,14.28,28829782963.0,15000000000.0,519800000.0,7.0
84,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Avances en efectivo,36.89,,36.89,36.89,6700000.0,4500000.0,1000000.0,12.0
85,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Consumos a un mes,0.0,,0.0,0.0,43294325132.0,12254349550.0,9638418471.0,49947.0
86,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Consumos entre  13 y 18 meses,36.89,,36.89,35.22,197245.0,96000.0,35045.0,3.0
87,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Consumos entre 19 y 24  meses,36.89,,36.89,36.75,25870210.0,16004313.0,1086104.0,38.0
88,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Consumos entre 2 y 6 meses,30.05,,36.89,22.68,408362638.0,274579564.0,22977665.0,81.0
89,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Consumos entre 25 y 36 meses,36.775,,36.89,36.51,4428777088.0,1289787608.0,947591037.0,2289.0
90,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Consumos entre 7 y 12 meses,36.754999999999995,,36.89,25.74,99024317.0,33295918.0,19772855.0,284.0
91,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,Hasta 30 dÃ­as,18.79,,35.24,14.67,421119143624.0,140000000000.0,60801011.0,3023.0
92,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,16.445,,24.35,12.14,235637448499.0,31920459555.0,20975947.0,186.0
93,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,15.56,,18.26,9.26,76332761984.0,29000000000.0,100.0,45.0
94,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,14.615,,17.04,6.27,584988884265.0,80850465293.0,52043970.0,5925.0
95,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Gran empresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,16.09,,19.17,11.82,95363574577.0,49900000000.0,72365443.0,58.0
96,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,A mÃ¡s de 7 aÃ±os,15.43,,17.02,7.95,24719884881.0,10781889090.0,300000000.0,8.0
97,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Avances en efectivo,0.0,,0.0,0.0,4000000.0,4000000.0,4000000.0,1.0
98,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Consumos a un mes,0.0,,0.0,0.0,5995989025.0,1784982433.0,946613816.0,7304.0
99,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Consumos entre  13 y 18 meses,36.89,,36.89,36.89,154533.0,154533.0,154533.0,1.0
100,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Consumos entre 19 y 24  meses,36.89,,36.89,22.0,13104823.0,6668918.0,210919.0,14.0
101,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Consumos entre 2 y 6 meses,36.705,,36.89,36.22,100960118.0,39294388.0,14103686.0,138.0
102,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Consumos entre 25 y 36 meses,36.78,,36.89,36.32,1502219209.0,479392728.0,273304234.0,951.0
103,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Consumos entre 7 y 12 meses,36.89,,36.89,36.89,28718178.0,26448624.0,562660.0,13.0
104,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,Hasta 30 dÃ­as,33.620000000000005,,35.24,13.85,58375271537.0,15668852845.0,13828013.0,3772.0
105,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,17.725,,25.18,13.39,80766456168.0,13171458000.0,24617998.0,387.0
106,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,16.96,,25.54,13.77,182193428901.0,34687721299.0,19099500.0,341.0
107,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,15.825,,23.66,11.31,124341958909.0,22135000000.0,1000000.0,1286.0
108,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Mediana empresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,15.375,,21.75,13.07,28292172291.0,3547975000.0,95000000.0,201.0
109,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,A mÃ¡s de 7 aÃ±os,17.19,,19.11,9.58,32716296258.0,15000000000.0,98721015.0,11.0
110,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Avances en efectivo,36.89,,36.89,13.83,27480000.0,14400000.0,900000.0,30.0
111,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Consumos a mÃ¡s de 36 meses,36.89,,36.89,36.89,9231556.0,9231556.0,9231556.0,2.0
112,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Consumos a un mes,0.0,,0.0,0.0,7020375486.0,2465761993.0,1319651998.0,12676.0
113,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Consumos entre 19 y 24  meses,36.89,,36.89,36.76,14060753.0,5564274.0,753135.0,57.0
114,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Consumos entre 2 y 6 meses,36.635000000000005,,36.89,33.84,98756203.0,30900259.0,12114769.0,134.0
115,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Consumos entre 25 y 36 meses,36.81,,36.89,36.33,649029256.0,197175206.0,136154008.0,597.0
116,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Consumos entre 7 y 12 meses,29.25,,36.89,17.75,10139886.0,5337043.0,921520.0,20.0
117,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,Hasta 30 dÃ­as,27.57,,35.28,7.32,15508311471.0,4112037046.0,23784729.0,4328.0
118,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,MÃ¡s de 1 aÃ±o y hasta 3 aÃ±os,19.575,,26.32,13.07,29397906277.0,11604000000.0,100000000.0,847.0
119,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,MÃ¡s de 3 aÃ±os y hasta 5 aÃ±os,18.49,,24.71,14.37,30797547797.0,10776564168.0,200000000.0,310.0
120,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,MÃ¡s de 30 dÃ­as y hasta 1 aÃ±o,16.65,,24.42,11.26,31164831761.0,9699999999.0,10000000.0,249.0
121,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,Microempresa,MÃ¡s de 5 aÃ±os y hasta 7 aÃ±os,17.49,,26.61,10.21,27104895661.0,6999350000.0,80000000.0,60.0
122,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,A mÃ¡s de 7 aÃ±os,18.68,,19.39,17.89,6300000000.0,1550000000.0,450000000.0,6.0
123,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,Avances en efectivo,36.89,,36.89,36.89,31800000.0,26600000.0,200000.0,7.0
124,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,Consumos a mÃ¡s de 36 meses,36.89,,36.89,36.89,6474433.0,6474433.0,6474433.0,2.0
125,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,Consumos a un mes,0.0,,0.0,0.0,1506897952.0,453874624.0,288468949.0,2692.0
126,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,Consumos entre 19 y 24  meses,36.89,,36.89,36.2,21402262.0,9307508.0,1065745.0,29.0
127,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,Consumos entre 2 y 6 meses,36.89,,36.89,36.38,142457106.0,53359997.0,25145477.0,123.0
128,202210,BC-ESTABLECIMIENTO BANCARIO,1,Bancoldex,Juridica,PequeÃ±a empresa,Consumos entre 25 y 36 meses,36.82,,36.89,36.45,529386078.0,150544559.0,117698198.0,673.0
